,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
0,0,KA13 7HG,Primary school,Abbey Primary School,https://blogs.glowscotland.org.uk/na/abbeyprimaryschool/,55.656374,-4.706148,,,,,,,,KA137HG
1,1,EH7 5SJ,Primary school,Abbeyhill Primary School,http://www.abbeyhill.edin.sch.uk/,55.956455,-3.169583,,,,,,,,EH75SJ
2,2,AB12 5QX,Primary school,Abbotswell School,http://www.abbotswell.aberdeen.sch.uk/,57.122118,-2.110807,,,,,,,,AB125QX
3,3,AB54 7TW,Primary school,Aberchirder School,http://www.aberchirder.aberdeenshire.sch.uk/,57.56292,-2.627106,,,,,,,,AB547TW
4,4,G4 9QH,Primary school,Abercorn Secondary School,http://www.abercorn-sec.glasgow.sch.uk/,55.871469,-4.261538,,,,,,,,G49QH
5,5,FK10 2SD,Primary school,Abercromby Primary School,https://blogs.glowscotland.org.uk/cl/abercrombyprimaryandnursery/,56.132598,-3.841288,,,,,,,,FK102SD
6,6,AB10 1HT,Highschool,Aberdeen Grammar School,http://www.grammar.org.uk,57.146924,-2.115954,24,16,36,22,33,25,16,AB101HT
7,7,AB24 3NJ,Primary school,Aberdeen School for the Deaf,,57.159797,-2.104835,,,,,,,,AB243NJ
8,8,KY3 0UP,Primary school,Aberdour Primary School,http://www.fifedirect.org.uk/aberdourps,56.055931,-3.29476,,,,,,,,KY30UP
9,9,FK8 3SZ,Primary school,Aberfoyle Primary School,http://www.aberfoyleparents.org.uk/,56.180573,-4.393309,,,,,,,,FK83SZ
10,10,KY8 3AD,Primary school,Aberhill Primary School,http://www.fife.gov.uk/atoz/index.cfm?fuseaction=facility.display&ORGID=60304273-A856-11D6-BF4D0002A5349AC9&facid=C35EFFDA-A152-44C9-84F09F714F89D4F2,56.187852,-3.011636,,,,,,,,KY83AD
11,11,EH32 0RQ,Primary school,Aberlady Primary School,http://edubuzz.org/aberlady/,56.007352,-2.86431,,,,,,,,EH320RQ
12,12,DD8 3PE,Primary school,Aberlemno Primary School,http://www.aberlemno.angus.sch.uk/,56.692032,-2.782763,,,,,,,,DD83PE
13,13,AB38 9PN,Primary school,Aberlour Primary School,https://twitter.com/aberlourps?lang=en,57.469234,-3.225587,,,,,,,,AB389PN
14,14,PH25 3ED,Primary school,Abernethy Primary School,http://abernethyprimary.org.uk,57.27077,-3.644176,,,,,,,,PH253ED
15,15,PH2 9LA,Primary school,Abernethy Primary School,http://abernethyprimaryschool.schoolwebsite.scot/,56.334203,-3.308278,,,,,,,,PH29LA
16,16,PH14 9ST,Primary school,Abernyte Primary School,http://www.abernyteprimary.co.uk/,56.466279,-3.204648,,,,,,,,PH149ST
17,17,PH3 1HE,Primary school,Aberuthven Primary School,https://blogs.glowscotland.org.uk/pk/aberuthvenprimaryschool/,56.320085,-3.652102,,,,,,,,PH31HE
18,18,ML12 6SD,Primary school,Abington Primary School,http://www.abington-pri.s-lanark.sch.uk/,55.495003,-3.693299,,,,,,,,ML126SD
19,19,AB34 5JN,Highschool,Aboyne Academy,http://aboyneacademy.aberdeenshire.sch.uk,57.075419,-2.795361,110,57,49,37,96,84,92,AB345JN
20,20,AB34 5JN,Primary school,Aboyne Primary School,https://aboyne-pri.aberdeenshire.sch.uk,57.074419,-2.795396,,,,,,,,AB345JN
21,21,G67 3AJ,Primary school,Abronhill Primary School,http://www.abronhill-pri.n-lanark.sch.uk/,55.952907,-3.961501,,,,,,,,G673AJ
22,22,PA31 8NZ,Primary school,Achahoish Primary School,http://www.achahoish.argyll-bute.sch.uk,55.920188,-5.584567,,,,,,,,PA318NZ
23,23,PH36 4JU,Primary school,Acharacle Primary School,https://acharaclenews.wordpress.com/,56.746473,-5.804634,,,,,,,,PH364JU
24,24,IV26 2YG,Primary school,Achiltibuie Primary School,http://achiltibuieprimary.wordpress.com,58.014919,-5.337482,,,,,,,,IV262YG
25,25,EH55 8PG,Primary school,Addiewell Primary School,http://www.addiewellprimary.westlothian.org.uk/,55.844742,-3.617906,,,,,,,,EH558PG
26,26,PA16 0JG,Primary school,Aileymill Primary School,http://aileymillprimary.inverclyde.sch.uk/,55.940768,-4.81565,,,,,,,,PA160JG
27,27,ML6 6NX,Highschool,Airdrie Academy,https://blogs.glowscotland.org.uk/nl/airdrieacademy/,55.875543,-3.981589,236,250,147,237,138,169,286,ML66NX
28,28,DD8 5NP,Primary school,Airlie Primary School,http://www.airlieprimaryschool.org/,56.638172,-3.118061,,,,,,,,DD85NP
29,29,FK2 8JX,Primary school,Airth Primary School,http://www.airth.falkirk.sch.uk,56.06869,-3.768317,,,,,,,,FK28JX
30,30,AB15 8AD,Primary school,Airyhall School,http://www.airyhall.aberdeen.sch.uk/,57.13212,-2.150731,,,,,,,,AB158AD
31,31,ZE2 9NB,Highschool,Aith Junior High School,http://www.aith.shetland.sch.uk/,60.283789,-1.377676,344,342,338,341,341,340,335,ZE29NB
32,32,ZE2 9NB,Highschool,Aith Junior High School,http://www.aith.shetland.sch.uk/,60.283789,-1.377676,344,342,338,341,341,340,335,ZE29NB
33,33,G82 3DR,Primary school,Aitkenbar Primary School,http://www.scottishschools.info/aitkenbar/,55.957709,-4.549669,,,,,,,,G823DR
34,34,G71 5QZ,Primary school,Aitkenhead Primary School,https://blogs.glowscotland.org.uk/nl/aitkenheadprimaryschoolblog/,55.83486,-4.080554,,,,,,,,G715QZ
35,35,IV2 6DP,Primary school,Aldourie Primary School,http://aldourieprimaryschool.com/,57.396143,-4.32001,,,,,,,,IV26DP
36,36,AB51 5FW,Primary school,Alehousewells School,http://www.alehousewells.aberdeenshire.sch.uk/,57.239606,-2.452044,,,,,,,,AB515FW
37,37,ML7 5TU,Primary school,Alexander Peden Primary,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5747,55.858724,-3.757181,,,,,,,,ML75TU
38,38,G31 2TL,Primary school,Alexandra Parade Primary School,http://www.alexandraparade-pri.glasgow.sch.uk,55.863063,-4.215774,,,,,,,,G312TL
39,39,AB33 8TY,Highschool,Alford Academy,http://www.alfordacademy.aberdeenshire.sch.uk/,57.23137,-2.71361,48,98,111,105,70,71,99,AB338TY
40,40,AB33 8TY,Primary school,Alford Primary School,http://www.alford-pri.aberdeenshire.sch.uk/,57.231105,-2.713961,,,,,,,,AB338TY
41,41,ML6 9DW,Primary school,All Saints Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5750,55.858243,-3.980205,,,,,,,,ML69DW
42,42,PA15 3JS,Primary school,All Saints Primary School,http://allsaintsprimary.inverclyde.sch.uk/,55.934589,-4.738193,,,,,,,,PA153JS
43,43,G21 3EN,Highschool,All Saints Secondary School,http://www.allsaints-sec.glasgow.sch.uk,55.886175,-4.20294,317,309,281,242,249,162,137,G213EN
44,44,FK8 1DU,Primary school,Allan's Primary School,https://blogs.glowscotland.org.uk/st/allansprimary/,56.119028,-3.940673,,,,,,,,FK81DU
45,45,ML7 5AB,Primary school,Allanton Primary School,http://www.allanton.n-lanark.sch.uk,55.801488,-3.825152,,,,,,,,ML75AB
46,46,FK10 1DN,Highschool,Alloa Academy,http://alloaacademy.com/,56.108888,-3.793607,258,264,271,314,214,215,323,FK101DN
47,47,KA7 4QQ,Primary school,Alloway Primary School,http://www.alloway.sayr.sch.uk/,55.430051,-4.630937,,,,,,,,KA74QQ
48,48,IV17 0UY,Highschool,Alness Academy,http://alnessacademy.wordpress.com,57.692883,-4.248405,323,330,313,257,264,324,333,IV170UY
49,49,FK12 5FE,Highschool,Alva Academy,http://alvaacademy.com/,56.150549,-3.791432,227,175,125,177,229,146,205,FK125FE
50,50,FK12 5LY,Primary school,Alva Primary School,https://blogs.glowscotland.org.uk/cl/alvaprimaryschool/,56.150952,-3.796646,,,,,,,,FK125LY
51,51,IV30 8UR,Primary school,Alves Primary School,https://blogs.glowscotland.org.uk/my/alves/,57.640765,-3.454078,,,,,,,,IV308UR
52,52,PH21 1ND,Primary school,Alvie Primary School,http://www.alvieprimaryschool.org.uk/,57.13496,-3.925734,,,,,,,,PH211ND
53,53,PH11 8AX,Primary school,Alyth Primary School,http://www.alythps.schoolwebsite.scot/,56.620183,-3.233534,,,,,,,,PH118AX
54,54,DG1 3LN,Primary school,Amisfield School,http://www.dumgal.gov.uk/article/15432/Amisfield-Primary-School,55.13012,-3.567929,,,,,,,,DG13LN
55,55,TD8 6XA,Primary school,Ancrum Primary School,https://www.scotborders.gov.uk/directory_record/20088/ancrum_primary_school,55.512292,-2.591341,,,,,,,,TD86XA
56,56,DD2 2HX,Primary school,Ancrum Road Primary School,http://ancrumroad.ea.dundeecity.sch.uk/,56.469097,-3.008538,,,,,,,,DD22HX
57,57,ZE1 0GR,Highschool,Anderson High School,http://www.anderson.shetland.sch.uk/,60.149468,-1.137348,87,94,74,81,99,142,141,ZE10GR
58,58,IV36 1DB,Primary school,Anderson's Primary School,https://blogs.glowscotland.org.uk/my/AndersonsPrimary/,57.610843,-3.609541,,,,,,,,IV361DB
59,59,G3 8HY,Primary school,Anderston Primary School,http://www.anderston-pri.glasgow.sch.uk/,55.861629,-4.276579,,,,,,,,G38HY
60,60,DD9 7BU,Primary school,Andover Primary School,http://www.andoverprimary.org/,56.73015,-2.644899,,,,,,,,DD97BU
61,61,AB42 2AP,Primary school,Anna Ritchie School,http://www.annaritchie.aberdeenshire.sch.uk/,57.50605,-1.799864,,,,,,,,AB422AP
62,62,DG12 6AP,Highschool,Annan Academy,http://annanacademyorguk.ipage.com/index.html,54.984797,-3.260316,232,239,226,281,271,273,254,DG126AP
63,63,KA1 2EW,Primary school,Annanhill Primary School,https://blogs.glowscotland.org.uk/ea/annanhillprimaryschool/,55.607492,-4.513119,,,,,,,,KA12EW
64,64,KA6 5DZ,Primary school,Annbank Primary School,http://annbank.sayr.sch.uk,55.487753,-4.525404,,,,,,,,KA65DZ
65,65,G42 8YB,Primary school,Annette Street Primary School,https://twitter.com/annettestreetps?lang=en,55.836484,-4.260416,,,,,,,,G428YB
66,66,KA11 1BQ,Primary school,Annick Primary School,https://blogs.glowscotland.org.uk/na/annick/,55.625506,-4.637296,,,,,,,,KA111BQ
67,67,KY10 3HD,Primary school,Anstruther Primary School,http://www.fifedirect.org.uk/anstrutherps,56.227053,-2.701595,,,,,,,,KY103HD
68,68,FK4 2AN,Primary school,Antonine Primary School,http://www.antonine.falkirk.sch.uk,55.997234,-3.885717,,,,,,,,FK42AN
69,69,G15 8PR,Primary school,Antonine Primary School,http://www.antonineprimaryschool.co.uk/,55.910169,-4.377879,,,,,,,,G158PR
70,70,IV54 8LU,Primary school,Applecross Primary School,http://applecrossprimary.wordpress.com,57.410641,-5.813591,,,,,,,,IV548LU
71,71,DG11 2SH,Primary school,Applegarth School,http://www.dumgal.gov.uk/article/15433/Applegarth-Primary-School,55.169921,-3.389595,,,,,,,,DG112SH
72,72,IV36 1PJ,Primary school,Applegrove Primary School,https://blogs.glowscotland.org.uk/my/Applegrove/,57.607622,-3.610687,,,,,,,,IV361PJ
73,73,DD11 2PZ,Primary school,Arbirlot Primary School,http://www.arbirlot.angus.sch.uk/,56.549692,-2.669819,,,,,,,,DD112PZ
74,74,DD11 5JD,Highschool,Arbroath Academy,http://www.arbroathacademy.angus.sch.uk/,56.569333,-2.572619,287,287,265,305,274,322,283,DD115JD
75,75,DD11 3EN,Highschool,Arbroath High School,http://www.arbroathhigh.angus.sch.uk,56.561411,-2.600582,219,196,202,207,256,253,299,DD113EN
76,76,KA20 3LZ,Primary school,Ardeer Primary School,https://blogs.glowscotland.org.uk/na/ardeerprimaryschool/,55.632174,-4.753465,,,,,,,,KA203LZ
77,77,IV2 7SW,Primary school,Ardersier Primary School,http://ardersierprimary.wordpress.com,57.56624,-4.035169,,,,,,,,IV27SW
78,78,PH33 7AB,Primary school,Ardgour Primary School,http://ardgourprimaryschool.edublogs.org/,56.720347,-5.261758,,,,,,,,PH337AB
79,79,PA16 8SN,Primary school,Ardgowan Primary School,http://ardgowan.inverclyde.sch.uk/,55.951005,-4.77379,,,,,,,,PA168SN
80,80,DD2 3TP,Primary school,Ardler Primary School,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/ardler-primary-school,56.488839,-3.013707,,,,,,,,DD23TP
81,81,PH36 4JA,Highschool,Ardnamurchan High School,http://www.ardnamurchanhighschool.org/index.asp,56.699811,-5.56819,65,342,338,54,181,234,27,PH364JA
82,82,PA30 8HF,Primary school,Ardrishaig Primary School,http://www.ardrishaig.argyll-bute.sch.uk/,56.020138,-5.450322,,,,,,,,PA308HF
83,83,IV17 0XW,Primary school,Ardross Primary School,http://ardrossprimary.wordpress.com,57.731446,-4.279548,,,,,,,,IV170XW
84,84,KA22 8AR,Highschool,Ardrossan Academy,http://www.ardrossanacademy.co.uk,55.644455,-4.80023,252,317,297,317,306,193,235,KA228AR
85,85,AB39 2DP,Primary school,Arduthie School,http://www.arduthie.aberdeenshire.sch.uk/,56.965123,-2.216726,,,,,,,,AB392DP
86,86,PA78 6TA,Primary school,Arinagour Primary School,https://www.argyll-bute.gov.uk/content/arinagour-primary-school,56.62207,-6.527204,,,,,,,,PA786TA
87,87,PH39 4NH,Primary school,Arisaig Primary School,http://arisaigprimary.weebly.com/,56.915449,-5.848893,,,,,,,,PH394NH
88,88,PA4 0EL,Primary school,Arkleston Primary School,http://www.arkleston.renfrewshire.sch.uk/,55.865546,-4.38618,,,,,,,,PA40EL
89,89,EH48 3LY,Highschool,Armadale Academy,http://www.armadaleacademy.westlothian.org.uk/,55.894831,-3.714203,171,170,148,89,45,49,53,EH483LY
90,90,EH48 3JD,Primary school,Armadale Primary School,http://www.armadaleprimary.westlothian.org.uk,55.897104,-3.704122,,,,,,,,EH483JD
91,91,AB41 8UX,Primary school,Arnage School,http://www.arnage.aberdeenshire.sch.uk/,57.439643,-2.075299,,,,,,,,AB418UX
92,92,PH2 9NT,Primary school,Arngask Primary School,http://arngaskprimary.org.uk/,56.281699,-3.398279,,,,,,,,PH29NT
93,93,KA27 8NG,Highschool,Arran High School,http://arranhigh.co.uk,55.530273,-5.133401,31,112,92,196,80,72,114,KA278NG
94,94,G83 7DG,Primary school,Arrochar Primary School,http://www.arrochar.argyll-bute.sch.uk,56.204931,-4.708051,,,,,,,,G837DG
95,95,AB10 6RU,Primary school,Ashley Road School,http://www.ashleyroad.aberdeen.sch.uk/,57.138103,-2.123188,,,,,,,,AB106RU
96,96,G46 8DQ,Primary school,Ashpark Primary School,https://blogs.glowscotland.org.uk/gc/ashparkprimaryschool/,55.807737,-4.332815,,,,,,,,G468DQ
97,97,G33 3SW,Primary school,Ashton Secondary School,https://www.glasgow.gov.uk/index.aspx?articleid=18220,55.877809,-4.163393,,,,,,,,G333SW
98,98,EH39 5BE,Primary school,Athelstaneford Primary School,http://edubuzz.org/athelstaneford/,55.986339,-2.746868,,,,,,,,EH395BE
99,99,AB30 1WQ,Primary school,Auchenblae School,http://www.auchenblae.aberdeenshire.sch.uk/,56.897267,-2.452115,,,,,,,,AB301WQ
100,100,DG7 1QU,Primary school,Auchencairn School,http://www.dumgal.gov.uk/article/15434/Auchencairn-Primary-School,54.841566,-3.877732,,,,,,,,DG71QU
101,101,ML11 8LN,Primary school,Auchengray Primary School,http://www.auchengray-pri.s-lanark.sch.uk/,55.768541,-3.601638,,,,,,,,ML118LN
102,102,KA20 3JW,Highschool,Auchenharvie Academy,http://www.auchenharvieacademy.com/,55.638322,-4.768279,306,222,323,195,228,278,148,KA203JW
103,103,PA5 9QQ,Primary school,Auchenlodment Primary School,http://www.auchenlodment.renfrewshire.sch.uk/,55.826701,-4.50151,,,,,,,,PA59QQ
104,104,KA18 2BU,Primary school,Auchinleck Primary School,https://blogs.glowscotland.org.uk/ea/auchinleckprimaryschoolandecc/,55.473992,-4.30004,,,,,,,,KA182BU
105,105,G66 5DU,Primary school,Auchinloch Primary School,http://www.auchinloch.n-lanark.sch.uk/,55.90917,-4.150292,,,,,,,,G665DU
106,106,G72 0BF,Primary school,Auchinraith Primary School,http://www.auchinraith-pri.s-lanark.sch.uk/,55.790922,-4.091146,,,,,,,,G720BF
107,107,KY7 5JL,Highschool,Auchmuty High School,http://www.fifedirect.org.uk/auchmutyhs,56.195811,-3.156801,283,184,240,293,320,246,261,KY75JL
108,108,AB41 8TF,Primary school,Auchnagatt School,http://www.auchnagatt.aberdeenshire.sch.uk/,57.46702,-2.113131,,,,,,,,AB418TF
109,109,AB41 9FA,Primary school,Auchterellon School,http://auchterellon.aberdeenshire.sch.uk/,57.370379,-2.091702,,,,,,,,AB419FA
110,110,PH1 4DE,Primary school,Auchtergaven Primary School,http://www.auchtergavenprimaryschool.org.uk,56.499912,-3.52109,,,,,,,,PH14DE
111,111,DD3 0QS,Primary school,Auchterhouse Primary School,https://blogs.glowscotland.org.uk/an/auchterhouse/,56.529917,-3.071396,,,,,,,,DD30QS
112,112,AB53 8BA,Primary school,Auchterless School,http://www.auchterless.aberdeenshire.sch.uk/,57.463873,-2.480323,,,,,,,,AB538BA
113,113,KY14 7AB,Primary school,Auchtermuchty Primary School,http://www.fifedirect.org.uk/auchtermuchtyps,56.294084,-3.232209,,,,,,,,KY147AB
114,114,KY2 5XW,Primary school,Auchtertool Primary School,http://www.fifedirect.org.uk/auchtertoolps,56.101892,-3.259004,,,,,,,,KY25XW
115,115,IV40 8EG,Primary school,Auchtertyre Primary,https://auchtertyreprimary.wordpress.com/,57.287146,-5.586721,,,,,,,,IV408EG
116,116,IV12 5SX,Primary school,Auldearn Primary School,https://auchtertyreprimary.wordpress.com/,57.576112,-3.806096,,,,,,,,IV125SX
117,117,G75 9DT,Primary school,Auldhouse Primary School,http://www.auldhouse-pri.s-lanark.sch.uk/,55.726618,-4.192158,,,,,,,,G759DT
118,118,G33 4HH,Primary school,Aultmore Park Primary School,http://www.aultmorepark-pri.glasgow.sch.uk/,55.861721,-4.133079,,,,,,,,G334HH
119,119,G33 5NY,Primary school,Avenue End Primary School,http://www.avenueend-pri.glasgow.sch.uk,55.873837,-4.160311,,,,,,,,G335NY
120,120,PH22 1SF,Primary school,Aviemore Primary School,http://www.aviemoreprimary.co.uk,57.197114,-3.826829,,,,,,,,PH221SF
121,121,IV9 8PS,Primary school,Avoch Primary School,http://avochschool.wordpress.com/,57.567556,-4.177656,,,,,,,,IV98PS
122,122,FK1 2NG,Primary school,Avonbridge Primary School,http://www.avonbridge.falkirk.sch.uk,55.933255,-3.745907,,,,,,,,FK12NG
123,123,KA8 0SZ,Highschool,Ayr Academy,http://www.ayr.sayr.sch.uk,55.459509,-4.609889,335,324,329,319,183,301,230,KA80SZ
124,124,TD14 5QZ,Primary school,Ayton Primary School,https://aytonprimaryschool.jimdo.com/,55.841842,-2.127791,,,,,,,,TD145QZ
125,125,HS2 0LB,Primary school,Back School,https://blogs.glowscotland.org.uk/es/back/,58.27868,-6.300063,,,,,,,,HS20LB
126,126,FK2 7NW,Primary school,Bainsford Primary School,http://www.bainsford.falkirk.sch.uk,56.01387,-3.786105,,,,,,,,FK27NW
127,127,G67 4RA,Primary school,Baird Memorial Primary School,http://www.baird.n-lanark.sch.uk/,55.936092,-4.012236,,,,,,,,G674RA
128,128,EH48 4HL,Primary school,Balbardie Primary School,http://www.balbardieprimary.westlothian.org.uk/,55.905688,-3.6364,,,,,,,,EH484HL
129,129,PH2 6EZ,Primary school,Balbeggie Primary School,https://blogs.glowscotland.org.uk/pk/BalbeggiePrimarySchool/,56.450172,-3.347793,,,,,,,,PH26EZ
130,130,KY8 5DY,Primary school,Balcurvie Primary School,http://www.fifedirect.org.uk/balcurvieps,56.194102,-3.056085,,,,,,,,KY85DY
131,131,G64 4AS,Primary school,Baldernock Primary School,http://www.baldernock.e-dunbarton.sch.uk,55.944603,-4.262773,,,,,,,,G644AS
132,132,DD3 0LF,Highschool,Baldragon Academy,http://baldragon.ea.dundeecity.sch.uk/,56.494927,-2.988479,328,331,327,275,318,331,332,DD30LF
133,133,EH14 7AQ,Highschool,Balerno Community High School,http://www.balernochs.edin.sch.uk,55.886871,-3.338254,80,34,37,56,37,73,31,EH147AQ
134,134,G63 0PW,Highschool,Balfron High School,https://blogs.glowscotland.org.uk/st/balfronhighschool/,56.072435,-4.329122,13,13,21,20,24,20,47,G630PW
135,135,G63 0PD,Primary school,Balfron Primary School,https://blogs.glowscotland.org.uk/st/balfronprimary/,56.072836,-4.331203,,,,,,,,G630PD
136,136,EH11 3AT,Primary school,Balgreen Primary School,https://balgreen.edin.sch.uk/,55.937707,-3.24794,,,,,,,,EH113AT
137,137,G61 4RA,Primary school,Baljaffray Primary School,http://www.baljaffray.e-dunbarton.sch.uk,55.932777,-4.347707,,,,,,,,G614RA
138,138,PH49 4JQ,Primary school,Ballachulish Primary School,http://ballachulish.edublogs.org,56.672556,-5.134576,,,,,,,,PH494JQ
139,139,KA26 0NH,Primary school,Ballantrae Primary School,http://www.ballantrae.sayr.sch.uk/,55.09987,-5.006999,,,,,,,,KA260NH
140,140,AB35 5RN,Primary school,Ballater School,http://www.ballater.aberdeenshire.sch.uk/,57.0527,-3.041014,,,,,,,,AB355RN
141,141,IV2 7HQ,Primary school,Balloch Primary,http://www.ballochprimary.org/,57.496215,-4.123255,,,,,,,,IV27HQ
142,142,G83 8FA,Primary school,Balloch Primary School,https://www.west-dunbarton.gov.uk/schools-and-learning/schools/school-search/balloch-primary-school/,56.000464,-4.572654,,,,,,,,G838FA
143,143,DD4 0HU,Primary school,Ballumbie Primary School,http://ballumbieprimary.ea.dundeecity.sch.uk/,56.488821,-2.916576,,,,,,,,DD40HU
144,144,G65 9UJ,Primary school,Balmalloch Primary School,http://www.balmalloch.n-lanark.sch.uk/,55.981233,-4.061146,,,,,,,,G659UJ
145,145,AB23 8YW,Primary school,Balmedie School,http://www.balmedie.aberdeenshire.sch.uk/,57.250512,-2.05297,,,,,,,,AB238YW
146,146,DD6 8RP,Primary school,Balmerino Primary School,http://www.fifedirect.org.uk/balmerinops,56.4022,-3.016132,,,,,,,,DD68RP
147,147,TD1 1JJ,Primary school,Balmoral Primary School,https://www.scotborders.gov.uk/directory_record/20090/balmoral_primary_school,55.612814,-2.821729,,,,,,,,TD11JJ
148,148,G64 3AJ,Primary school,Balmuildy Primary School,http://www.balmuildy.e-dunbarton.sch.uk,55.912991,-4.232512,,,,,,,,G643AJ
149,149,KY16 0DH,Primary school,Balmullo Primary School,http://www.fifedirect.org.uk/balmullops,56.378435,-2.929127,,,,,,,,KY160DH
150,150,IV63 6TJ,Primary school,Balnain Primary School,https://www.highland.gov.uk/directory_record/521577/balnain_primary,57.336985,-4.582077,,,,,,,,IV636TJ
151,151,G21 3UT,Primary school,Balornock Primary School,https://blogs.glowscotland.org.uk/gc/balornockprimary/,55.884308,-4.216841,,,,,,,,G213UT
152,152,ZE2 9DY,Highschool,Baltasound Junior High School,http://www.baltasound.shetland.sch.uk/,60.759362,-0.885156,344,342,338,341,341,340,335,ZE29DY
153,153,ZE2 9DY,Highschool,Baltasound Junior High School,http://www.baltasound.shetland.sch.uk/,60.759362,-0.885156,344,342,338,341,341,340,335,ZE29DY
154,154,KY2 5LY,Highschool,Balwearie High School,http://www.balweariehigh.co.uk,56.100565,-3.172068,138,149,104,156,136,221,197,KY25LY
155,155,PH33 7LX,Primary school,Banavie Primary School,http://banavieprimary.wordpress.com,56.842277,-5.111221,,,,,,,,PH337LX
156,156,AB31 5UJ,Highschool,Banchory Academy,https://banchoryacademy.aberdeenshire.sch.uk/,57.05304,-2.491458,18,14,18,41,25,35,46,AB315UJ
157,157,AB31 4EH,Primary school,Banchory Primary School,http://www.banchory-pri.aberdeenshire.sch.uk/,57.053265,-2.493818,,,,,,,,AB314EH
158,158,FK10 2TF,Primary school,Banchory Primary School,http://banchoryps.co.uk/,56.135043,-3.829955,,,,,,,,FK102TF
159,159,AB12 5XQ,Primary school,Banchory-Devenick School,http://www.banchory-devenick.aberdeenshire.sch.uk/,57.100631,-2.137747,,,,,,,,AB125XQ
160,160,AB45 1BY,Highschool,Banff Academy,http://www.banffacademy.aberdeenshire.sch.uk/,57.662107,-2.532143,263,168,223,278,279,276,269,AB451BY
161,161,AB45 1BL,Primary school,Banff Primary School,http://www.banff-pri.aberdeenshire.sch.uk/,57.662697,-2.525468,,,,,,,,AB451BL
162,162,G13 3AS,Primary school,Bankhead Primary School,http://www.bankhead-pri.glasgow.sch.uk/,55.890251,-4.362554,,,,,,,,G133AS
163,163,G73 2BQ,Primary school,Bankhead Primary School,http://www.bankhead-pri.s-lanark.sch.uk,55.823373,-4.225347,,,,,,,,G732BQ
164,164,FK4 1TF,Primary school,Bankier Primary School,http://www.bankier.falkirk.sch.uk/,55.990267,-3.953406,,,,,,,,FK41TF
